,중분류,상품명,생산국가,상세정보
wine,레드,"라 크라사드, 블랙 카버네 시라",프랑스,"생산자
라 크라사드 La Croisade
국가/생산지역
프랑스(France) > 서던 프랑스(Southern France) > 랑그독 루씨용(Languedoc Roussillon)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 50%, 시라/쉬라즈 (Syrah/Shiraz) 50%
스타일
Languedoc-Roussillon Red
음용온도
15~17 ℃
추천음식
스테이크, 불고기, 갈비 등의 각종 육류나 치즈 등과 잘 어울린다.
기타정보
*Berlin Wine Trophy 금메달
수입사
나라셀라   "
wine,레드,"라 크레마, 러시안 리버 밸리 피노 누아",미국,"생산자
잭슨 패밀리 와인 Jackson Family Wines
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 러시안 리버 밸리(Russian River Valley)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
Californian Pinot Noir
등급
Russian River Valley AVA
숙성
14개월동안 100% 프렌치 오크통에서 숙성 (30% new)
알코올
13.5 %
음용온도
14~16 ℃
추천음식
붉은육류, 로스트비프, 오리고기, 닭고기, 연어, 참치, 버섯, 다양한 치즈, 파스타와 잘 어울린다.
수입사
나라셀라   "
wine,화이트,"라 크레마, 소노마 코스트 샤도네이",미국,"생산자
잭슨 패밀리 와인 Jackson Family Wines
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 소노마 코스트(Sonoma Coast)
주요품종
샤르도네 (Chardonnay) 100%
스타일
Californian Chardonnay
등급
Sonoma Coast AVA
숙성
7개월동안 75% 프렌치 오크통에서 숙성 (17% new)
알코올
13~14 %
음용온도
10~12 ℃
추천음식
연어구이, 부드러운 화이트 소스의 고급 파스타, 샐러드 등과 잘 어울린다.
기타정보
*2018 빈티지: Wilfred Wong 89점
*2015 대한민국 주류대상 '신대륙 화이트 와인부문 대상' 수상
*2016 대한민국 주류대상 '신대륙 화이트 와인부문 대상' 수상
수입사
나라셀라   "
wine,레드,"라 크레마, 소노마 코스트 피노 누아",미국,"생산자
잭슨 패밀리 와인 Jackson Family Wines
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 소노마 코스트(Sonoma Coast)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
Californian Pinot Noir
등급
Sonoma Coast AVA
숙성
9개월동안 98% 프렌치 오크통에서 숙성 (21% new)
알코올
13~14 %
음용온도
14~16 ℃
추천음식
육류요리, 육전, 가금류, 블랙후추를 가진 계절음식, 치즈 등과 잘 어울린다.
수입사
나라셀라   "
wine,레드,"라 푸가, 브루넬로 디 몬탈치노",이탈리아,"생산자
테누테 암브로지오 & 지오반니 폴로나리 Tenute Ambrogio e Giovanni Folonari
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 몬탈치노(Montalcino)
주요품종
브루넬로 (Brunello)
스타일
Italian Brunello
등급
Brunello di Montalcino DOCG(DOP)
양조
in stainless steel vats at a controlled temperature of 28 ° C, Maceration on the skins for about 20 days.
숙성
Aging: 4 years in 25 hl Slavonian oak barrels Refinement: in the bottle for at least for 6 months
알코올
14~15 %
음용온도
16~18 ℃
추천음식
붉은육류, 바비큐, 소시지, 꼬치구이, 파스타, 피자, 다양한 치즈와 잘 어울린다."
wine,스파클링,"랑송, 르 블랙 리저브",프랑스,"생산자
랑송 Lanson
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) 50%, 샤르도네 (Chardonnay) 35%, 피노 뮈니에 (Pinot Meunier) 15%
스타일
French Champagne
등급
Champagne AOC(AOP)
양조
7g/L Dosage
숙성
5년간 숙성
음용온도
6~8 ℃
추천음식
오일 파스타, 파스타, 등심 스테이크, 치즈 등과 잘 어울린다.
수입사
타이거인터내셔날   "
wine,레드,"레드헤즈 스튜디오, 코코 로띠 시라",호주,"생산자
레드헤즈 스튜디오 Redheads Studio
국가/생산지역
호주(Australia) > 사우스 오스트레일리아(South Australia) > 맥라렌 베일(McLaren Vale)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 97%, 비오니에 (Viognier) 3%
알코올
14~15 %
음용온도
17~19 ℃
추천음식
토스티한 향나무와 바닐라향이 뒤덮고 있어 beef, 스튜, 스테이크 및 garlicky lamb과 잘 어울린다.
기타정보
*2017 빈티지: 2017 Decanter Wine Awards 97점 Platinum
*2016 빈티지: Wine Enthusiast 91점, 2018 China Wine & Spirits Awards Double Gold Medal
*2015 빈티지: International Wine Guide, 2016 Gold Medal, China Wine & Spirits Awards, 2016 Double Gold Medal, Mundus Vini Competition, 2016 Gold Medal
수입사
레드와인앤제이와이   "
wine,화이트,레오 소비뇽 블랑,뉴질랜드,"생산자
앨런 스콧 페밀리 와인메이커 Allan Scott Family Winemakers
국가/생산지역
뉴질랜드(New Zealand) > 사우스 아일랜드(South Island) > 말보로(Marlborough)
주요품종
소비뇽 블랑 (Sauvignon Blanc)
음용온도
8~10 ℃
추천음식
아페리티브로나 해산물 요리, 샐러드 등과 잘 어울린다."
wine,레드,"레오파드 립, 헤리티지 블렌드",남아프리카 공화국,"생산자
레오파드 립 Leopard's Leap
국가/생산지역
남아프리카(South Africa) > 코스탈 리젼(Coastal Region) > 팔(Paarl)
주요품종
시라/쉬라즈 (Syrah/Shiraz) , 쌩쏘 (Cinsault) , 그르나슈 누아 (Grenache Noir)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
스테이크와 토마토 스튜 등과 잘 어울린다.
수입사
에노테카코리아   "
wine,레드,"레지&실뱅, 부르고뉴 피노누아",프랑스,"생산자
레지 & 실뱅 Regis & Sylvain
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne)
주요품종
피노 누아 (Pinot Noir)
등급
Bourgogne AOC(AOP)
음용온도
14~16 ℃
추천음식
치즈, 샐러드, 오리고기 등과 잘 어울린다.
수입사
타이거인터내셔날   "
wine,레드,"로버트 몬다비, 투 칼론 빈야드 까베르네 소비뇽",미국,"생산자
로버트 몬다비 Robert Mondavi
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 나파 카운티(Napa County) > 오크빌(Oakville)
주요품종
카베르네 소비뇽 (Cabernet Sauvignon) 100%
등급
Oakville AVA
음용온도
18~20 ℃
추천음식
스테이크, 갈비, 불고기, 양갈비, 버섯, 하몽, 살라미, 한국음식 과 잘 어울린다.
기타정보
*이 와인은 로버트 몬다비 와이너리에서만 판매되고 있습니다."
wine,레드,"로스 바스코스, 크로마스 까르미네르",칠레,"생산자
로스 바스코스 Los Vascos [Vina Los Vascos]
국가/생산지역
칠레(Chile) > 라펠 밸리(Rapel Valley) > 콜차구아 밸리(Cholchagua Valley)
주요품종
카르메네르 (Carmenere) 100%
스타일
Chilean Carménère
알코올
14~15 %
음용온도
16~18 ℃
추천음식
숙성치즈, 리조또, 비프버거, 소고기 스테이크 등과 잘 어울린다.
기타정보
* 2019 빈티지: 문두스 비니 금메달
* 비비노 3.9

* '크로마스'는 '컬러'를 뜻하는 그리스어에서 유래되었는데, 떼루아를 담아낸 자연의 언어인 컬러를 완벽히 이해하여 최고 품질의 와인을 만들겠다는 로스바스코스의 의지를 담아낸 이름이다. 낮과 밤의 큰 일교차 덕분에 포도가 천천히 익는 산타루치아의 작은 언덕 사면에 위치한 포도밭에서 선별된 까베르네 소비뇽을 사용한다. 수확은 시즌의 끝자락, 나뭇잎의 색이 변해서 가을의 그늘이 드리워질때 진행한다. 12개월간 프렌치 오크에서 숙성 후 출시하여 (50%는 새로 제작한 오크통 사용) 강렬하고 복합적인 부케가 특징인 프리미엄 와인이다.
수입사
인터리커   "
wine,화이트,"로얄 토카이, 5 푸노니우스",헝가리,"생산자
로얄 토카이 Royal Tokaji
국가/생산지역
헝가리(Hungary) > 더 노스이스트(The Northeast) > 토카이-헤갈라야(Tokaj-Hegyalja)
주요품종
푸르민트 (Furmint) , 할스레베루 (Harslevelu) , 뮈스까 (Muscat)
알코올
10.5 %
음용온도
8~10 ℃
추천음식
과일, 치즈, 달콤한 케익등의 디져트 음식과 함께하면 좋다.
수입사
신동와인   "
wine,화이트,"로얄 토카이, 블루 라벨 5 푸토뇨스",헝가리,"생산자
로얄 토카이 Royal Tokaji
국가/생산지역
헝가리(Hungary) > 더 노스이스트(The Northeast) > 토카이-헤갈라야(Tokaj-Hegyalja)
주요품종
푸르민트 (Furmint) 50%, 할스레베루 (Harslevelu) 45%, 뮈스까 (Muscat) 5%
알코올
10~11 %
음용온도
7~10 ℃
추천음식
거위 간 요리, 초콜릿, 과일 타르트, 블루 치즈, 시가 등과 잘 어울린다.
수입사
신동와인   "
wine,레드,"로카 디 몬테그로시, 키안티 클라시코",이탈리아,"생산자
로카 디 몬테그로시 Rocca Di Montegrossi
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 키안티 클라시코(Chianti Classico)
주요품종
산지오베제 (Sangiovese) 91%, 카나이올로 (Canaiolo) 7%, 콜로리노 (Colorino) 2%
등급
Chianti Classico DOCG(DOP)
알코올
13~14 %
음용온도
16~18 ℃
추천음식
육즙이 가득한 레어한 스테이크, 훈제된 닭요리 등과 잘 어울린다.
기타정보
*2020 빈티지: Wine Align 92점, Intravini 92점, Tony Wood 96점
*2019 빈티지: Wine Align 92점, Wines Critic 93점, Tony Wood 92점, Gilbert & Gaillard Gold Medal
*Wine & Sprits TOP 100 Wineries in 2016 & 2018
*이탈리아 정부 친환경인증(ICEA)을 받은 100% 유기농 와이너리
수입사
씨에스알와인   "
wine,기타,롤라이오 레드 상그리아,스페인,"생산자
롤라이오 lolailo
국가/생산지역
스페인(Spain)
주요품종
템프라니요 (Tempranillo)
알코올
6 %
음용온도
6~8 ℃
추천음식
샐러드, 야채, 튀김, 다양한 치즈, 견과류 등과 잘 어울린다.
기타정보
*Impact 'Hot Brand Awards' (2012-2015)
수입사
금양인터내셔날   "
wine,레드,"루 뒤몽, 샹볼 뮈지니",프랑스,"생산자
루 뒤몽 Lou Dumont
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne) > 꼬뜨 드 뉘(Côte de Nuits) > 샹볼 뮈지니(Chambolle Musigny)
주요품종
피노 누아 (Pinot Noir) 100%
등급
Chambolle-Musigny AOC(AOP)
알코올
13 %
음용온도
15~17 ℃
추천음식
비프 스테이크, 양고기 바베큐, 오리 꽁피 요리와 잘 어울린다."
wine,화이트,"루이 라뚜르, 그랑 아데슈 샤르도네",프랑스,"생산자
루이 라뚜르 Louis Latour
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne)
주요품종
샤르도네 (Chardonnay) 100%
등급
Bourgogne AOC(AOP)
알코올
13 %
음용온도
10~12 ℃
추천음식
굴, 생선, 닭고기 등 흰 살코기 등과 잘 어울린다."
wine,스파클링,"루이 로드레, 브뤼 프리미에",프랑스,"생산자
루이 로드레 Louis Roederer
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
피노 누아 (Pinot Noir) 40%, 샤르도네 (Chardonnay) 40%, 피노 뮈니에 (Pinot Meunier) 20%
스타일
French Champagne
등급
Champagne AOC(AOP)
알코올
11~12 %
음용온도
6~8 ℃
추천음식
애피타이저, 해산물, 치즈 등과 잘 어울린다.
기타정보
*Robert Parker 92점
*Wine Spectator 92점
*Wine Enthusiast 92점
*Wine & Spirits 94점
수입사
에노테카코리아   "
wine,레드,"루이 막스, 부르고뉴 피노누아 보샤므",프랑스,"생산자
루이 막스 Louis Max
국가/생산지역
프랑스(France) > 부르고뉴(Bourgogne)
주요품종
피노 누아 (Pinot Noir) 100%
스타일
Burgundy Red
등급
Bourgogne AOC(AOP)
알코올
12~13 %
음용온도
14~16 ℃
추천음식
그릴에 구운 고기류, 가금류, 치즈와 잘 어울린다.
기타정보
*2012 International Wine Challenge - Bronze Medal



수입사
동원와인플러스   "
wine,화이트,루이스 펠리페 에드워즈 시그니처 샤도네이,칠레,"생산자
루이스 펠리페 에드워즈 Luis Felipe Edwards
국가/생산지역
칠레(Chile) > 센트럴 밸리(Central Valley)
주요품종
샤르도네 (Chardonnay)
스타일
Chilean Chardonnay
음용온도
8~10 ℃
추천음식
아페리티프, 해산물 요리, 샐러드 등과 잘 어울린다.
수입사
에프엘코리아   "
wine,레드,르 졸리 루즈,프랑스,"생산자
도멘 비르질 졸리 Domaine Virgile Joly
국가/생산지역
프랑스(France) > 서던 프랑스(Southern France) > 랑그독 루씨용(Languedoc Roussillon)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 40%, 까리냥 (Carignan/Carignane) 30%, 그르나슈 (Grenache) 25%, 쌩쏘 (Cinsault) 5%
등급
Languedoc AOC(AOP)
알코올
14 %
음용온도
17~19 ℃
추천음식
붉은 육류, 스테이크, 갈비찜, 불고기, 양갈비, 파스타, 다양한 치즈, 한국음식 과 잘 어울린다.
기타정보
*2018 Challenge Millesime BIO: Medaille D'OR (금메달 수상)"
wine,레드,"리머릭 레인, 에스테이트 시라 그르나슈",미국,"생산자
리머릭 레인 Limerick Lane
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 러시안 리버 밸리(Russian River Valley)
주요품종
시라/쉬라즈 (Syrah/Shiraz) , 그르나슈 (Grenache)
등급
Russian River Valley AVA
알코올
14~15 %
음용온도
16~18 ℃
추천음식
파스타, 피자, 스테이크 등과 잘 어울린다.
기타정보
*2015 빈티지: Robert Parker 90점
수입사
보틀샤크   "
wine,레드,"리카솔리, 론치코네 키안티 클라시코 그란 셀레지오네",이탈리아,"생산자
리카솔리 Ricasoli
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 키안티 클라시코(Chianti Classico)
주요품종
산지오베제 (Sangiovese)
스타일
Italian Chianti
등급
Chianti Classico DOCG(DOP)
양조
발효 온도 24-27°C이내에서 메일 펀칭 작업을 진행
숙성
18개월 간 숙성 (new 30%)
알코올
14~15 %
음용온도
16~18 ℃
추천음식
붉은 육류, 치즈, 훈제,염장 음식, 밀가루 음식과 잘 어울린다.
수입사
금양인터내셔날   "
wine,레드,"리카솔리, 브롤리오 키안티 클라시코 리제르바",이탈리아,"생산자
리카솔리 Ricasoli
국가/생산지역
이탈리아(Italy) > 토스카나(Toscana) > 키안티 클라시코(Chianti Classico)
주요품종
산지오베제 (Sangiovese) , 메를로 (Merlot) , 카베르네 소비뇽 (Cabernet Sauvignon)
스타일
Italian Chianti
등급
Chianti Classico DOCG(DOP)
양조
24-27°C 로 제어되는 스테인리스 탱크에서 발효
숙성
18개월 간 숙성
알코올
14~15 %
음용온도
16~18 ℃
추천음식
붉은 육류, 흰 살 생선, 치즈, 훈제,염장 음식, 밀가루 음식 등과 잘 어울린다.
수입사
금양인터내셔날   "
wine,레드,"마르케시 디 바롤로, 바르바레스코 리제르바",이탈리아,"생산자
마르케시 디 바롤로 Marchesi di Barolo
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte)
주요품종
네비올로 (Nebbiolo) 100%
스타일
Italian Barbaresco
등급
Barbaresco DOCG(DOP)
알코올
14~15 %
음용온도
14~16 ℃
추천음식
구운 고기, 양고기와 잘 어울린다.
수입사
지에프비노   "
wine,레드,"마르케시 디 바롤로, 칸누비 바롤로",이탈리아,"생산자
마르케시 디 바롤로 Marchesi di Barolo
국가/생산지역
이탈리아(Italy) > 피에몬테(Piemonte) > 바롤로(Barolo)
주요품종
네비올로 (Nebbiolo) 100%
스타일
Italian Barolo
등급
Barolo DOCG(DOP)
알코올
14~15 %
음용온도
16~18 ℃
추천음식
양갈비, 티본스테이크, 갈비찜 등과 잘 어울린다.
기타정보
*Merano Wine Festival 2012 - Award Gold

*2014 빈티지: Wine Spectator 90점
*2013 빈티지: Robert Parker 93점, James Suckling 95점
수입사
지에프비노   "
wine,스파클링,"마리 드 모이, 그랑 크뤼",프랑스,"생산자
마리 드 모이 Marie de Moy
국가/생산지역
프랑스(France) > 샹빠뉴(Champagne)
주요품종
샤르도네 (Chardonnay)
스타일
French Champagne
알코올
12~13 %
음용온도
6~8 ℃
추천음식
오븐에 구운 연어요리와 잘 어울린다.
수입사
유와인(주)   "
wine,레드,"마리에따, 크리스토",미국,"생산자
마리에따 셀라 Marietta Cellars
국가/생산지역
미국(U.S.A) > 캘리포니아(California)
주요품종
시라/쉬라즈 (Syrah/Shiraz) 64%, 그르나슈 (Grenache) 23%, 쁘띠 시라 (Petite Sirah) 7%, 비오니에 (Viognier) 6%
등급
California AVA
알코올
15.2 %
음용온도
17~19 ℃
추천음식
그릴에 구운 양고기, 크림 파스타 등과 잘 어울린다.
기타정보
*2015 빈티지: Jeb Dunnuck 92점
수입사
보틀샤크   "
wine,레드,"마리타나 빈야즈, 젠킨스 랜치 싱글 빈야드 피노 누아",미국,"생산자
마리타나 빈야즈 Maritana Vineyards
국가/생산지역
미국(U.S.A) > 캘리포니아(California) > 소노마 카운티(Sonoma County) > 러시안 리버 밸리(Russian River Valley)
주요품종
피노 누아 (Pinot Noir)
스타일
Californian Pinot Noir
음용온도
14~16 ℃
수입사
나라셀라   "
